,mean_red,mean_green,total_red,total_green,n_red_px,n_green_px
1,124.95498124218425,104.30084399673292,2697903.0,383097.0,21591,3673
2,311.25769810312937,78.28850499818031,566406216.0,62598784.0,1819734,799591
3,331.48660386335524,76.32902101323988,1045077816.0,98271630.0,3152700,1287474
4,263.7453283967916,67.83853726208454,1031500067.0,105967662.0,3910970,1562057
5,175.58165613017997,66.09038791621126,659511740.0,86288734.0,3756154,1305617
6,167.83763735521813,62.308489063556266,553119172.0,76133372.0,3295561,1221878
7,642.0716017315318,83.27492707811984,3180374549.0,176035368.0,4953302,2113906
8,131.19725724024312,52.26499611765071,462201115.0,42069402.0,3522948,804925
9,175.62008864588304,55.67726599058192,587923722.0,63976909.0,3347702,1149067
10,336.4744816197217,57.37423345227697,1459669370.0,113178880.0,4338128,1972643
11,286.53182392609637,59.69873747271944,1062697538.0,123366844.0,3708829,2066490
12,246.07636451340838,60.982641593278345,650932765.0,101002988.0,2645247,1656258
13,124.36095239746486,54.119950982188165,315598748.0,69425019.0,2537764,1282799
14,140.07370344157874,48.41659744952357,331907862.0,40278881.0,2369523,831923
15,369.7080494656655,61.50260706791661,3283014134.0,264817618.0,8880018,4305795
16,218.4827085426986,60.92010249831025,732657730.0,106175088.0,3353390,1742858
17,238.57917842723802,62.17961847666934,855492685.0,135042939.0,3585781,2171820
18,216.6805886618006,64.84023658068355,473967553.0,94368610.0,2187402,1455402
