mean_red,mean_green,total_red,total_green,glomerulus
860.9,278.3,402984513.0,38165072.0,L6
754.1,257.0,333719997.0,33526983.0,L5
566.0,201.4,403666772.0,32730740.0,L4
412.0,181.4,233768663.0,15705249.0,L3
877.5,211.6,1642121692.0,138558098.0,L2
194.0,83.2,181506681.0,13522760.0,L1+9
870.8,282.1,208271634.0,13925390.0,L8
867.4,311.5,345611203.0,29780943.0,L7
860.9,278.3,402984513.0,38165072.0,added
