mean_red,mean_green,total_red,total_green,glomerulus
525.1,78.2,908649459.0,60347828.0,R2
569.5,84.2,515737212.0,38481771.0,R3
393.1,82.1,182841590.0,15913079.0,R4
383.4,65.4,212005701.0,7093516.0,R5
795.4,84.7,2881081308.0,105733377.0,R6
572.9,78.6,588983983.0,21954277.0,R7
588.8,85.3,590610874.0,39246420.0,R8
556.6,84.4,1645672386.0,84627785.0,R1+9
525.1,78.2,908649459.0,60347828.0,added
