mean_red,mean_green,total_red,total_green,glomerulus
593.4,190.2,856064205.0,84397253.0,L1+9
771.0,202.2,753356836.0,82284195.0,L8
596.7,191.6,367843247.0,43201608.0,L7
570.3,199.7,268263940.0,35314888.0,L6
1077.5,239.5,2336781438.0,194235052.0,L5
452.1,168.6,223339602.0,10755999.0,L4
397.2,171.7,211051794.0,11849573.0,L3
404.1,180.4,279511175.0,17030151.0,L2
593.4,190.2,856064205.0,84397253.0,added
