mean_red,mean_green,total_red,total_green,glomerulus
982.5,361.2,793472229.0,68754483.0,L5
765.2,356.3,443773910.0,42280656.0,L4
706.9,383.5,291246250.0,20352824.0,L3
550.1,264.0,243304235.0,6687634.0,L2
1378.3,401.0,2717423298.0,232665187.0,L1+9
903.5,324.2,594240586.0,41107631.0,L8
1024.0,380.6,864972737.0,90565411.0,L7
803.6,333.8,380689744.0,28821601.0,L6
982.5,361.2,793472229.0,68754483.0,added
