mean_red,mean_green,total_red,total_green,glomerulus
664.5,330.0,453305916.0,60375731.0,L7
505.2,340.0,289708849.0,37973759.0,L6
376.3,278.2,226715223.0,19097229.0,L5
332.6,269.9,150113611.0,14619476.0,L4
903.1,326.4,1801818847.0,166100848.0,L3
359.5,282.5,242564280.0,15385949.0,L2
517.3,294.5,598952689.0,64880115.0,L1+9
832.0,336.0,852960397.0,97966120.0,L8
664.5,330.0,453305916.0,60375731.0,added
