mean_red,mean_green,total_red,total_green,glomerulus
576.2,199.4,342875974.0,33817910.0,R2
588.8,196.2,353907460.0,30795886.0,R3
577.0,201.3,300399968.0,37723775.0,R4
699.8,227.4,264993850.0,35597166.0,R5
1759.3,340.4,1802634869.0,209147203.0,R6
971.9,279.4,271321086.0,28274376.0,R7
1011.7,313.2,268926628.0,34311219.0,R8
708.6,259.2,567682123.0,49330926.0,R1+9
576.2,199.4,342875974.0,33817910.0,added
