glomerulus,mean_red,mean_green,total_red,total_green
R2,521.4,301.3,748680412.0,64753642.0
R3,467.6,301.6,669577671.0,89078596.0
R4,500.7,312.5,479200296.0,72659945.0
R5,480.2,276.2,264299347.0,28580639.0
R6,1467.6,435.9,2690139984.0,312062293.0
R7,764.7,353.1,378620963.0,38617586.0
R8,985.5,402.1,496444820.0,65665195.0
R1+9,748.3,416.85,922931330.0,104438017.0
added,521.4,301.3,748680412.0,64753642.0
