mean_red,mean_green,total_red,total_green,glomerulus
797.7,235.6,1396870371.0,71829198.0,R1+9
624.9,170.1,1303666875.0,65062305.0,R2
552.7,175.6,1115187397.0,56370049.0,R3
527.2,177.6,789344824.0,32227989.0,R4
1223.7,222.0,5373641910.0,255184867.0,R5
747.4,226.7,1225537433.0,51379765.0,R6
919.5,248.2,1706320570.0,95521980.0,R7
1062.0,250.8,1555077365.0,82738544.0,R8
797.7,235.6,1396870371.0,71829198.0,added
