mean_red,mean_green,total_red,total_green,glomerulus
487.3,193.0,677301186.0,18904471.0,R2
509.6,178.6,719640955.0,22492174.0,R3
502.8,217.6,625726417.0,19875017.0,R4
480.7,197.5,345787304.0,8368798.0,R5
1116.9,225.0,2761396158.0,112059307.0,R6
702.7,226.4,501200709.0,27741649.0,R7
860.5,239.2,851074662.0,66066910.0,R8
659.3,227.5,973841314.0,41049807.0,R1+9
487.3,193.0,677301186.0,18904471.0,added
