mean_red,mean_green,total_red,total_green,glomerulus
849.6,120.3,807746797.0,25703252.0,L7
678.0,102.8,786676893.0,26488185.0,L6
601.6,114.8,415301481.0,17617233.0,L5
551.5,98.5,338557632.0,12990033.0,L4
1103.3,113.7,2955471499.0,121704770.0,L3
394.9,82.1,248207898.0,6818350.0,L2
232.6,42.4,405487570.0,19130765.0,L1+9
818.3,126.3,414967806.0,13239979.0,L8
849.6,120.3,807746797.0,25703252.0,added
