bodyId_pre,instance_pre,type_pre,bodyId_post,instance_post,type_post,roi,weight
911578595,Delta7(PB15)_L8R1R9_L,Delta7,1601771527,PEN_b(PB06b)_R9,PEN_b(PEN2),PB(R9),74
911578595,Delta7(PB15)_L8R1R9_L,Delta7,1219069439,EPGt(PB09)_R9,EPGt,PB(R9),53
911578595,Delta7(PB15)_L8R1R9_L,Delta7,1125969082,PEG(PB07)_R9,PEG,PB(R9),46
911578595,Delta7(PB15)_L8R1R9_L,Delta7,1218728570,PEN_b(PB06b)_R9,PEN_b(PEN2),PB(R9),44
911578595,Delta7(PB15)_L8R1R9_L,Delta7,1168659995,EPGt(PB09)_R9,EPGt,PB(R9),43
911578595,Delta7(PB15)_L8R1R9_L,Delta7,1218732781,PFNd(PB04)_R9_C1,PFNd,PB(R9),42
911578595,Delta7(PB15)_L8R1R9_L,Delta7,1218732931,PFNd(PB04)_R9_C1,PFNd,PB(R9),33
911578595,Delta7(PB15)_L8R1R9_L,Delta7,1218728541,PFNa(PB03)_R9_C1,PFNa,PB(R9),30
911578595,Delta7(PB15)_L8R1R9_L,Delta7,1188388754,IbSpsP(PB17)_R9,IbSpsP,PB(R9),24
911578595,Delta7(PB15)_L8R1R9_L,Delta7,1155652503,PFNa(PB03)_R9_C1,PFNa,PB(R9),22
911578595,Delta7(PB15)_L8R1R9_L,Delta7,881217171,LPsP(PB13)_R,LPsP,PB(R9),21
911578595,Delta7(PB15)_L8R1R9_L,Delta7,5813087532,IbSpsP(PB17)_R9,IbSpsP,PB(R9),18
911578595,Delta7(PB15)_L8R1R9_L,Delta7,1631131487,PFNm_a(PB02a)_R9_C1,PFNm_a,PB(R9),16
911578595,Delta7(PB15)_L8R1R9_L,Delta7,1095275456,LPsP(PB13)_L,LPsP,PB(R9),15
911578595,Delta7(PB15)_L8R1R9_L,Delta7,1219756158,PFNp_a(PB01a)_R9_C2,PFNp_a,PB(R9),14
911578595,Delta7(PB15)_L8R1R9_L,Delta7,1250113288,PFNp_e(PB01a)_R9_C2,PFNp_e,PB(R9),14
911578595,Delta7(PB15)_L8R1R9_L,Delta7,1062526223,PEN_b(PB06b)_R8,PEN_b(PEN2),PB(R9),13
911578595,Delta7(PB15)_L8R1R9_L,Delta7,911911193,Delta7(PB15)_L8R1R9_L,Delta7,PB(R9),13
911578595,Delta7(PB15)_L8R1R9_L,Delta7,5812987803,PFNv(PB05)_R9_C1,PFNv,PB(R9),13
911578595,Delta7(PB15)_L8R1R9_L,Delta7,1218732640,PEN_a(PB06a)_R9,PEN_a(PEN1),PB(R9),11
911578595,Delta7(PB15)_L8R1R9_L,Delta7,1218728463,PFNp_b(PB01b)_R9_C1,PFNp_b,PB(R9),11
911578595,Delta7(PB15)_L8R1R9_L,Delta7,1217394039,PFNm_b(PB02b)_R9_C1,PFNm_b,PB(R9),10
911578595,Delta7(PB15)_L8R1R9_L,Delta7,1136204852,PFGs(PB10)_R9_C1,PFGs,PB(R9),10
911578595,Delta7(PB15)_L8R1R9_L,Delta7,1218728544,PFNp_b(PB01b)_R9_C1,PFNp_b,PB(R9),9
911578595,Delta7(PB15)_L8R1R9_L,Delta7,5813058389,P6-8P9(PB14)_R,P6-8P9,PB(R9),9
911578595,Delta7(PB15)_L8R1R9_L,Delta7,1310499077,PFNm_a(PB02a)_R9_C1,PFNm_a,PB(R9),8
911578595,Delta7(PB15)_L8R1R9_L,Delta7,1125964630,PEN_a(PB06a)_R8,PEN_a(PEN1),PB(R9),8
911578595,Delta7(PB15)_L8R1R9_L,Delta7,5812988707,PFNp_b(PB01b)_R9_C1,PFNp_b,PB(R9),8
911578595,Delta7(PB15)_L8R1R9_L,Delta7,1218728588,PFNp_a(PB01a)_R9_C2,PFNp_a,PB(R9),7
911578595,Delta7(PB15)_L8R1R9_L,Delta7,1094934199,PFNd(PB04)_R8_C2,PFNd,PB(R9),6
911578595,Delta7(PB15)_L8R1R9_L,Delta7,881221166,Delta7(PB15)_L1L9R8_R,Delta7,PB(R9),6
911578595,Delta7(PB15)_L8R1R9_L,Delta7,1126310969,PFNa(PB03)_R8_C3,PFNa,PB(R9),6
911578595,Delta7(PB15)_L8R1R9_L,Delta7,910783961,Delta7(PB15)_L3R6_R,Delta7,PB(R9),5
911578595,Delta7(PB15)_L8R1R9_L,Delta7,1217385533,PFNa(PB03)_R9_C1,PFNa,PB(R9),5
911578595,Delta7(PB15)_L8R1R9_L,Delta7,1219406441,,,PB(R9),5
911578595,Delta7(PB15)_L8R1R9_L,Delta7,1249763220,PFNp_c(PB01c)_R9_C1,PFNp_c,PB(R9),5
911578595,Delta7(PB15)_L8R1R9_L,Delta7,1126301255,PFNa(PB03)_R8_C3,PFNa,PB(R9),5
911578595,Delta7(PB15)_L8R1R9_L,Delta7,1281476230,,,PB(R9),5
911578595,Delta7(PB15)_L8R1R9_L,Delta7,1125964651,PFNv(PB05)_R8_C3,PFNv,PB(R9),5
911578595,Delta7(PB15)_L8R1R9_L,Delta7,1156663078,PFNm_b(PB02b)_R8_C3,PFNm_b,PB(R9),4
911578595,Delta7(PB15)_L8R1R9_L,Delta7,910801332,Delta7(PB15)_L5R4_L,Delta7,PB(R9),4
911578595,Delta7(PB15)_L8R1R9_L,Delta7,5813023615,PFNp_b(PB01b)_R9_C1,PFNp_b,PB(R9),4
911578595,Delta7(PB15)_L8R1R9_L,Delta7,1219069788,PFNp_a(PB01a)_R9_C2,PFNp_a,PB(R9),4
911578595,Delta7(PB15)_L8R1R9_L,Delta7,910783883,Delta7(PB15)_L8R1R9_L,Delta7,PB(R9),4
911578595,Delta7(PB15)_L8R1R9_L,Delta7,1249098248,PFNp_c(PB01c)_R9_C1,PFNp_c,PB(R9),3
911578595,Delta7(PB15)_L8R1R9_L,Delta7,910783731,Delta7(PB15)_L8R1R9_L,Delta7,PB(R9),3
911578595,Delta7(PB15)_L8R1R9_L,Delta7,1250449744,,,PB(R9),3
911578595,Delta7(PB15)_L8R1R9_L,Delta7,5813059834,PEG(PB07)_R8,PEG,PB(R9),3
911578595,Delta7(PB15)_L8R1R9_L,Delta7,5813061383,Delta7(PB15)_L1L9R8_R,Delta7,PB(R9),3
911578595,Delta7(PB15)_L8R1R9_L,Delta7,1250113157,PFNp_b(PB01b)_R9_C1,PFNp_b,PB(R9),3
911578595,Delta7(PB15)_L8R1R9_L,Delta7,911134009,Delta7(PB15)_L4R5_R,Delta7,PB(R9),3
911578595,Delta7(PB15)_L8R1R9_L,Delta7,911129339,Delta7(PB15)_L4R5_R,Delta7,PB(R9),3
911578595,Delta7(PB15)_L8R1R9_L,Delta7,911565419,Delta7(PB15)_L3R6_R,Delta7,PB(R9),3
911578595,Delta7(PB15)_L8R1R9_L,Delta7,911574041,Delta7(PB15)_L2R7_R,Delta7,PB(R9),3
911578595,Delta7(PB15)_L8R1R9_L,Delta7,941469087,Delta7(PB15)_L3R6_R,Delta7,PB(R9),3
911578595,Delta7(PB15)_L8R1R9_L,Delta7,972513129,P6-8P9(PB14)_R,P6-8P9,PB(R9),3
911578595,Delta7(PB15)_L8R1R9_L,Delta7,1566644645,PFNa(PB03)_R8_C3,PFNa,PB(R9),2
911578595,Delta7(PB15)_L8R1R9_L,Delta7,910442723,Delta7(PB15)_L4R5_R,Delta7,PB(R9),2
911578595,Delta7(PB15)_L8R1R9_L,Delta7,911138168,Delta7(PB15)_L4R5_R,Delta7,PB(R9),2
911578595,Delta7(PB15)_L8R1R9_L,Delta7,1248765883,PFNp_d(PB01a)_R9_C2,PFNp_d,PB(R9),2
911578595,Delta7(PB15)_L8R1R9_L,Delta7,911911699,Delta7(PB15)_L2R7_R,Delta7,PB(R9),2
911578595,Delta7(PB15)_L8R1R9_L,Delta7,911241750,Delta7(PB15)_L6R4_L,Delta7,PB(R9),1
911578595,Delta7(PB15)_L8R1R9_L,Delta7,5813048042,Delta7(PB15)_L5R4_L,Delta7,PB(R9),1
911578595,Delta7(PB15)_L8R1R9_L,Delta7,5813040233,EPG(PB08)_R8,EPG,PB(R9),1
911578595,Delta7(PB15)_L8R1R9_L,Delta7,941469301,P1-9(PB19)_R,P1-9,PB(R9),1
911578595,Delta7(PB15)_L8R1R9_L,Delta7,5812987334,PFNp_b(PB01b)_R8_C3,PFNp_b,PB(R9),1
911578595,Delta7(PB15)_L8R1R9_L,Delta7,942522378,Delta7(PB15)_L2R7_R,Delta7,PB(R9),1
911578595,Delta7(PB15)_L8R1R9_L,Delta7,910442752,Delta7(PB15)_L8R1R9_L,Delta7,PB(R9),1
911578595,Delta7(PB15)_L8R1R9_L,Delta7,973959177,Delta7(PB15)_L6R3_L,Delta7,PB(R9),1
911578595,Delta7(PB15)_L8R1R9_L,Delta7,1218733141,PFNp_b(PB01b)_R9_C2,PFNp_b,PB(R9),1
911578595,Delta7(PB15)_L8R1R9_L,Delta7,1250790481,,,PB(R9),1
911578595,Delta7(PB15)_L8R1R9_L,Delta7,1125969140,IbSpsP(PB17)_R8,IbSpsP,PB(R9),1
911578595,Delta7(PB15)_L8R1R9_L,Delta7,1126310841,PFNp_b(PB01b)_R8_C3,PFNp_b,PB(R9),1
911578595,Delta7(PB15)_L8R1R9_L,Delta7,1168314368,PFR_a(PB11a)_R8_C2,PFR_a,PB(R9),1
911578595,Delta7(PB15)_L8R1R9_L,Delta7,910796989,Delta7(PB15)_L5R4_L,Delta7,PB(R9),1
911578595,Delta7(PB15)_L8R1R9_L,Delta7,1187693355,PFNp_b(PB01b)_R8_C3,PFNp_b,PB(R9),1
911578595,Delta7(PB15)_L8R1R9_L,Delta7,1248770299,PFNp_c(PB01c)_R9_C1,PFNp_c,PB(R9),1
911578595,Delta7(PB15)_L8R1R9_L,Delta7,1220434040,SMP375_R,SMP375,PB(R9),1
911578595,Delta7(PB15)_L8R1R9_L,Delta7,880880259,Delta7(PB15)_L4R5_R,Delta7,PB(R9),1
911578595,Delta7(PB15)_L8R1R9_L,Delta7,1217372569,PFNp_a(PB01a)_R9_C2,PFNp_a,PB(R9),1
911578595,Delta7(PB15)_L8R1R9_L,Delta7,880875736,Delta7(PB15)_L5R4_L,Delta7,PB(R9),1
