Glomerulus,SynapseCount
PB(R1),8
PB(R2),5
PB(R3),25
PB(R4),29
PB(R5),5
PB(R6),11
PB(R7),1259
PB(R8),0
PB(R9),0
PB(L1),302
PB(L2),1376
PB(L3),34
PB(L4),25
PB(L5),5
PB(L6),8
PB(L7),8
PB(L8),0
PB(L9),0
