Glomerulus,SynapseCount
PB(R1),39
PB(R2),45
PB(R3),50
PB(R4),23
PB(R5),88
PB(R6),80
PB(R7),52
PB(R8),45
PB(R9),0
PB(L1),102
PB(L2),67
PB(L3),106
PB(L4),143
PB(L5),68
PB(L6),39
PB(L7),23
PB(L8),23
PB(L9),32
