Glomerulus,SynapseCount
PB(R1),109
PB(R2),97
PB(R3),205
PB(R4),110
PB(R5),35
PB(R6),54
PB(R7),28
PB(R8),33
PB(R9),21
PB(L1),32
PB(L2),30
PB(L3),80
PB(L4),29
PB(L5),65
PB(L6),50
PB(L7),53
PB(L8),49
PB(L9),0
