Glomerulus,SynapseCount
PB(R1),13
PB(R2),53
PB(R3),155
PB(R4),130
PB(R5),109
PB(R6),57
PB(R7),28
PB(R8),33
PB(R9),19
PB(L1),55
PB(L2),12
PB(L3),43
PB(L4),136
PB(L5),160
PB(L6),75
PB(L7),61
PB(L8),19
PB(L9),59
