Glomerulus,SynapseCount
PB(R1),43
PB(R2),24
PB(R3),87
PB(R4),150
PB(R5),134
PB(R6),122
PB(R7),106
PB(R8),12
PB(R9),63
PB(L1),7
PB(L2),28
PB(L3),135
PB(L4),148
PB(L5),117
PB(L6),52
PB(L7),33
PB(L8),25
PB(L9),15
