mean_red,mean_green,total_red,total_green,glomerulus
917.9,175.0,1031954541.0,100009286.0,L8
757.2,168.5,1214481329.0,113769776.0,L7
622.9,152.6,1114072462.0,102429172.0,L6
487.8,127.0,540926490.0,41842170.0,L5
1357.3,149.0,3588357686.0,272042757.0,L4
444.2,100.5,389156126.0,27910385.0,L3
449.2,114.0,398253793.0,34115482.0,L2
562.5,155.2,597180342.0,60099948.0,L1+9
917.9,175.0,1031954541.0,100009286.0,added
