bodyId_pre,instance_pre,type_pre,bodyId_post,instance_post,type_post,roi,weight
910783731,Delta7(PB15)_L8R1R9_L,Delta7,1601771527,PEN_b(PB06b)_R9,PEN_b(PEN2),PB(R9),67
910783731,Delta7(PB15)_L8R1R9_L,Delta7,1218732781,PFNd(PB04)_R9_C1,PFNd,PB(R9),47
910783731,Delta7(PB15)_L8R1R9_L,Delta7,1125969082,PEG(PB07)_R9,PEG,PB(R9),47
910783731,Delta7(PB15)_L8R1R9_L,Delta7,1218728541,PFNa(PB03)_R9_C1,PFNa,PB(R9),43
910783731,Delta7(PB15)_L8R1R9_L,Delta7,1218728570,PEN_b(PB06b)_R9,PEN_b(PEN2),PB(R9),41
910783731,Delta7(PB15)_L8R1R9_L,Delta7,1219069439,EPGt(PB09)_R9,EPGt,PB(R9),37
910783731,Delta7(PB15)_L8R1R9_L,Delta7,1168659995,EPGt(PB09)_R9,EPGt,PB(R9),37
910783731,Delta7(PB15)_L8R1R9_L,Delta7,1188388754,IbSpsP(PB17)_R9,IbSpsP,PB(R9),25
910783731,Delta7(PB15)_L8R1R9_L,Delta7,1155652503,PFNa(PB03)_R9_C1,PFNa,PB(R9),22
910783731,Delta7(PB15)_L8R1R9_L,Delta7,1217385533,PFNa(PB03)_R9_C1,PFNa,PB(R9),21
910783731,Delta7(PB15)_L8R1R9_L,Delta7,1631131487,PFNm_a(PB02a)_R9_C1,PFNm_a,PB(R9),18
910783731,Delta7(PB15)_L8R1R9_L,Delta7,5813058389,P6-8P9(PB14)_R,P6-8P9,PB(R9),18
910783731,Delta7(PB15)_L8R1R9_L,Delta7,1095275456,LPsP(PB13)_L,LPsP,PB(R9),17
910783731,Delta7(PB15)_L8R1R9_L,Delta7,1218732931,PFNd(PB04)_R9_C1,PFNd,PB(R9),17
910783731,Delta7(PB15)_L8R1R9_L,Delta7,5812987803,PFNv(PB05)_R9_C1,PFNv,PB(R9),12
910783731,Delta7(PB15)_L8R1R9_L,Delta7,1218732640,PEN_a(PB06a)_R9,PEN_a(PEN1),PB(R9),12
910783731,Delta7(PB15)_L8R1R9_L,Delta7,881217171,LPsP(PB13)_R,LPsP,PB(R9),12
910783731,Delta7(PB15)_L8R1R9_L,Delta7,1219069788,PFNp_a(PB01a)_R9_C2,PFNp_a,PB(R9),11
910783731,Delta7(PB15)_L8R1R9_L,Delta7,1249098248,PFNp_c(PB01c)_R9_C1,PFNp_c,PB(R9),11
910783731,Delta7(PB15)_L8R1R9_L,Delta7,5813087532,IbSpsP(PB17)_R9,IbSpsP,PB(R9),9
910783731,Delta7(PB15)_L8R1R9_L,Delta7,1217394039,PFNm_b(PB02b)_R9_C1,PFNm_b,PB(R9),8
910783731,Delta7(PB15)_L8R1R9_L,Delta7,1630765418,PFNp_b(PB01b)_R9_C1,PFNp_b,PB(R9),8
910783731,Delta7(PB15)_L8R1R9_L,Delta7,1249763220,PFNp_c(PB01c)_R9_C1,PFNp_c,PB(R9),8
910783731,Delta7(PB15)_L8R1R9_L,Delta7,911574041,Delta7(PB15)_L2R7_R,Delta7,PB(R9),8
