Glomerulus,SynapseCount
PB(R1),31
PB(R2),43
PB(R3),67
PB(R4),58
PB(R5),41
PB(R6),26
PB(R7),37
PB(R8),5
PB(R9),23
PB(L1),19
PB(L2),18
PB(L3),37
PB(L4),44
PB(L5),17
PB(L6),23
PB(L7),22
PB(L8),14
PB(L9),0
