Glomerulus,SynapseCount
PB(R1),43
PB(R2),32
PB(R3),28
PB(R4),49
PB(R5),40
PB(R6),43
PB(R7),41
PB(R8),14
PB(R9),25
PB(L1),8
PB(L2),22
PB(L3),56
PB(L4),74
PB(L5),59
PB(L6),25
PB(L7),15
PB(L8),19
PB(L9),13
