Glomerulus,SynapseCount
PB(R1),31
PB(R2),34
PB(R3),44
PB(R4),45
PB(R5),15
PB(R6),24
PB(R7),37
PB(R8),35
PB(R9),9
PB(L1),59
PB(L2),45
PB(L3),45
PB(L4),34
PB(L5),46
PB(L6),16
PB(L7),29
PB(L8),31
PB(L9),14
