,mean_red,mean_green,total_red,total_green
0,979.0797731159145,203.9105213648015,1399893155.0,291552283.0
1,463.56832334008885,161.3776408695389,750483275.0,261258620.0
2,568.8783738467854,167.71127183901987,1014467151.0,299075486.0
3,423.13014531293686,143.01458125350047,482756376.0,163167767.0
4,582.4744245622085,159.24666781371874,914042166.0,249896241.0
5,431.32697276354685,152.0453075218418,551407108.0,194374265.0
6,360.64275755099163,134.12488369353164,388762434.0,144582735.0
7,312.70826878241786,104.12772442834469,329416897.0,109691477.0
8,811.5620761483453,143.24584362316662,1511680448.0,266821168.0
9,435.6623402804759,107.60996822103789,475433084.0,117433467.0
10,503.2354071748082,145.88461237669225,849385882.0,246231343.0
11,598.2057106554195,169.66466664313697,847448120.0,240355450.0
12,705.4683204421331,184.6989471513584,1135813167.0,297367706.0
13,596.2628917588958,172.31268089037323,839105861.0,242491328.0
14,439.417461263762,166.33590567475665,370744861.0,140340764.0
15,367.50790413974806,154.91138048318544,427666743.0,180269444.0
16,995.8095631015153,220.06814066713133,2315943347.0,511810054.0
17,465.1942958863971,166.0901714597173,240682690.0,85931899.0
