,mean_red,mean_green,total_red,total_green
0,427.1347354283966,85.51830564506837,214994852.0,43044955.0
1,558.450000179849,96.51143947541644,776276215.0,134156209.0
2,454.0206299185608,81.83127208019773,609287967.0,109816176.0
3,311.55488079929444,40.9467787869199,46275558.0,6081866.0
4,494.7194821567438,52.94921600668715,144410101.0,15456035.0
5,672.1193393820911,72.88225582291383,1132133274.0,122764548.0
6,367.9289927979443,41.31409970282975,91496214.0,10273949.0
7,381.5033785006895,26.43835923023503,115913316.0,8032846.0
8,277.85739652771485,38.67256367366782,67442103.0,9386682.0
9,412.1604574182484,52.937905766635254,392717200.0,50440613.0
10,426.2971913278454,66.40425322845569,442511405.0,68929939.0
11,429.25495621264616,62.56503206961124,306251090.0,44636897.0
12,425.7903729336317,59.608684545414654,271686618.0,38034871.0
13,677.3954106547403,89.49869530567415,1500224229.0,198212313.0
14,468.2955872750238,68.20680352782777,382247678.0,55674008.0
15,436.7799881304941,80.14744041743054,297331862.0,54559248.0
16,436.8586582605788,76.2620165284008,440284067.0,76859987.0
17,458.09851819714896,79.66144898281486,252358686.0,43884138.0
