,mean_red,mean_green,total_red,total_green,n_red_px,n_green_px
1,621.71709645256,249.13782542113324,719574124.0,154064589.0,1157398,618391
2,629.1800959803999,258.795698619345,971757333.0,209581297.0,1544482,809833
3,511.30543227043466,221.91893269239193,780276121.0,151975855.0,1526047,684826
4,339.54251292960987,203.43765843686694,583516032.0,110266059.0,1718536,542014
5,299.44575573777877,187.77259715126596,458697297.0,70053825.0,1531821,373078
6,260.9191499611514,175.8449585671442,278391079.0,50483505.0,1066963,287091
7,608.8697353780321,199.70624839437102,1659665040.0,209889270.0,2725813,1050990
8,249.95510482104388,176.24441280234402,331362483.0,47158775.0,1325688,267576
9,288.38262441010045,176.89103411495714,322346888.0,31178283.0,1117775,176257
10,363.643805761893,199.66565635294293,581828271.0,79643835.0,1599995,398886
11,368.9763569323682,213.04957070194828,734610895.0,112381305.0,1990943,527489
12,497.0632051371513,210.7062698172479,1168223792.0,143405423.0,2350252,680594
13,292.8153351865597,200.39789201171567,465898187.0,124935661.0,1591099,623438
14,287.8568850200845,202.92152928587166,413557366.0,128948515.0,1436677,635460
15,849.75919854551,254.81398318232698,2632314365.0,378576880.0,3097718,1485699
16,319.0307235388088,202.80446395353357,270802211.0,73044895.0,848828,360174
17,471.3339899765619,223.27127099781904,501737389.0,99711610.0,1064505,446594
18,426.3566013560151,234.00637867924664,442890284.0,97620675.0,1038779,417171
