mean_red,mean_green,total_red,total_green,glomerulus
738.2,134.4,418273203.0,76144443.0,L6
634.9,124.7,348653022.0,68462078.0,L5
478.1,99.2,425193849.0,88187334.0,L4
356.3,80.6,247599422.0,56030754.0,L3
799.9,108.2,1662457878.0,224896425.0,L2
166.5,36.9,191333033.0,42369182.0,L1+9
748.6,122.3,217102109.0,35461242.0,L8
744.1,130.6,359291803.0,63069774.0,L7
738.2,134.4,418273203.0,76144443.0,added
