Glomerulus,SynapseCount
PB(R1),52
PB(R2),42
PB(R3),74
PB(R4),24
PB(R5),39
PB(R6),26
PB(R7),33
PB(R8),39
PB(R9),15
PB(L1),55
PB(L2),34
PB(L3),40
PB(L4),49
PB(L5),43
PB(L6),19
PB(L7),24
PB(L8),20
PB(L9),22
