glomerulus,mean_red,mean_green,total_red,total_green
glom_1,412.6252038943103,81.99319689228129,72600992.0,14426621.0
glom_2,350.86360982729263,73.96600989215925,86544018.0,18244456.0
glom_3,351.4018288700196,64.90145438711082,80699430.0,14904619.0
glom_4,336.5464000199704,72.11592828123342,107854371.0,23111280.0
glom_5,293.7399506095873,69.07163759583165,109311504.0,25704112.0
glom_6,258.13445845831376,52.54853818076687,35714193.0,7270353.0
glom_7,265.5319378269645,49.68743220420437,38676851.0,7237372.0
glom_8,462.0656352518983,73.27786745113742,300005355.0,47577121.0
glom_9,251.57438761709162,42.01204728748184,20088718.0,3354746.0
glom_10,315.4238850618161,44.863447363447364,96796651.0,13767605.0
glom_11,312.7282839221276,54.134228489778124,90390045.0,15646795.0
glom_12,290.2129824264077,66.919465985846,106169486.0,24481349.0
glom_13,334.61685137846905,78.47184081756136,120559440.0,28272698.0
glom_14,372.94183973449856,94.5680591521638,259807695.0,65880271.0
glom_15,367.12276778644235,98.0697521205633,173860899.0,46443579.0
glom_16,729.2236203507777,141.9818397889943,833296957.0,162245204.0
glom_17,379.79044481054365,108.06054322606244,220158824.0,62641076.0
glom_18,416.76054785975145,113.36633665063144,243182697.0,66150051.0
