Glomerulus,SynapseCount
PB(R1),2
PB(R2),3
PB(R3),1
PB(R4),0
PB(R5),0
PB(R6),4
PB(R7),2
PB(R8),1
PB(R9),1
PB(L1),1
PB(L2),0
PB(L3),2
PB(L4),7
PB(L5),1
PB(L6),2
PB(L7),0
PB(L8),2
PB(L9),0
