Glomerulus,SynapseCount
PB(R1),3
PB(R2),1
PB(R3),0
PB(R4),2
PB(R5),4
PB(R6),2
PB(R7),3
PB(R8),0
PB(R9),2
PB(L1),1
PB(L2),0
PB(L3),0
PB(L4),0
PB(L5),2
PB(L6),1
PB(L7),0
PB(L8),1
PB(L9),1
