glomerulus,mean_red,mean_green,total_red,total_green
R1+9,797.7,235.64999999999998,1396870371,71829198
R2,624.9,170.1,1303666875,65062305
R3,552.7,175.6,1115187397,56370049
R4,527.2,177.6,789344824,32227989
R5,1223.7,222.0,5373641910,255184867
R6,747.4,226.7,1225537433,51379765
R7,919.5,248.2,1706320570,95521980
R8,1062.0,250.8,1555077365,82738544
added,797.7,235.64999999999998,1396870371,71829198
