glomerulus,mean_red,mean_green,total_red,total_green
R7,347.4,211.0,235854244.0,27122933.0
R8,439.5,199.5,359203393.0,36643456.0
R1+9,311.9,202.60000000000002,181812195.0,18809743.0
R2,220.6,163.7,70997990.0,4528985.0
R3,531.9,235.5,988025696.0,115736651.0
R4,280.9,222.2,158458216.0,9867174.0
R5,293.8,232.2,181650707.0,17843083.0
R6,316.7,207.6,135149087.0,12397501.0
added,347.4,211.0,235854244.0,27122933.0
