glomerulus,mean_red,mean_green,total_red,total_green
L6,762.4,254.1,236616654,21748544
L5,733.2,257.5,377717561,41988856
L4,685.4,286.1,329535558,34531775
L3,824.4,342.4,455902689,50932679
L2,1927.7,353.4,3885209667,198072131
L1+9,460.05,148.55,510060536,16860741
L8,918.0,295.9,1080454680,58705797
L7,630.4,267.1,214936767,15867093
added,762.4,254.1,236616654,21748544
