glomerulus,mean_red,mean_green,total_red,total_green
R5,456.3,136.4,548099611,5886934
R6,536.2,155.5,571267982,11534219
R7,643.2,176.0,645197336,15239616
R8,753.9,179.0,406656794,7974307
R1+9,1225.65,198.35,3636417297,129789878
R2,373.1,145.0,210867426,2833099
R3,420.5,156.8,179268126,5105499
R4,424.4,150.8,292299024,7188381
added,456.3,136.4,548099611,5886934
