Glomerulus,SynapseCount
PB(R1),33
PB(R2),16
PB(R3),28
PB(R4),55
PB(R5),65
PB(R6),69
PB(R7),40
PB(R8),8
PB(R9),25
PB(L1),5
PB(L2),18
PB(L3),70
PB(L4),82
PB(L5),35
PB(L6),26
PB(L7),12
PB(L8),25
PB(L9),7
