Glomerulus,SynapseCount
PB(R1),20
PB(R2),64
PB(R3),22
PB(R4),39
PB(R5),34
PB(R6),43
PB(R7),22
PB(R8),17
PB(R9),2
PB(L1),44
PB(L2),33
PB(L3),63
PB(L4),92
PB(L5),38
PB(L6),4
PB(L7),27
PB(L8),7
PB(L9),9
