Glomerulus,SynapseCount
PB(R1),31
PB(R2),41
PB(R3),77
PB(R4),61
PB(R5),26
PB(R6),52
PB(R7),17
PB(R8),29
PB(R9),21
PB(L1),49
PB(L2),22
PB(L3),35
PB(L4),56
PB(L5),27
PB(L6),40
PB(L7),24
PB(L8),24
PB(L9),11
