Glomerulus,SynapseCount
PB(R1),2
PB(R2),1
PB(R3),1
PB(R4),2
PB(R5),1
PB(R6),0
PB(R7),1
PB(R8),2
PB(R9),0
PB(L1),3
PB(L2),0
PB(L3),1
PB(L4),2
PB(L5),2
PB(L6),0
PB(L7),0
PB(L8),1
PB(L9),0
