Glomerulus,SynapseCount
PB(R1),0
PB(R2),1
PB(R3),1
PB(R4),0
PB(R5),0
PB(R6),1
PB(R7),1
PB(R8),1
PB(R9),0
PB(L1),1
PB(L2),3
PB(L3),2
PB(L4),0
PB(L5),1
PB(L6),0
PB(L7),0
PB(L8),0
PB(L9),0
