Glomerulus,SynapseCount
PB(R1),2
PB(R2),0
PB(R3),1
PB(R4),1
PB(R5),4
PB(R6),2
PB(R7),2
PB(R8),0
PB(R9),2
PB(L1),0
PB(L2),0
PB(L3),1
PB(L4),3
PB(L5),1
PB(L6),2
PB(L7),0
PB(L8),4
PB(L9),0
