mean_red,mean_green,total_red,total_green,glomerulus
438.3,56.0,982558439.0,123074415.0,L7
357.0,48.3,959206072.0,124994461.0,L6
267.6,46.2,567870283.0,94593978.0,L5
237.0,44.4,488139822.0,88177821.0,L4
724.7,55.6,3143628521.0,230880897.0,L3
175.9,35.2,401084057.0,75977165.0,L2
115.3,20.2,540585392.0,91611300.0,L1+9
430.8,60.9,521741424.0,73310429.0,L8
438.3,56.0,982558439.0,123074415.0,added
