mean_red,mean_green,total_red,total_green,glomerulus
619.4,148.3,504249926.0,95734710.0,L7
485.2,134.9,416500626.0,71792255.0,L6
422.2,124.9,204798499.0,31374839.0,L5
375.0,121.4,297653985.0,57266280.0,L4
766.3,130.8,2102305401.0,188042224.0,L3
412.8,113.3,254218920.0,23456821.0,L2
531.0,139.9,314034741.0,51294829.0,L1+9
685.7,161.3,376610076.0,81645247.0,L8
619.4,148.3,504249926.0,95734710.0,added
