mean_red,mean_green,total_red,total_green,glomerulus
385.9,53.7,999160857.0,122030561.0,R2
364.3,56.7,592607496.0,84235810.0,R3
234.2,51.2,237704450.0,44709174.0,R4
241.6,41.6,266516862.0,34470927.0,R5
573.2,53.1,3067423923.0,223755209.0,R6
366.9,51.4,692808096.0,81675550.0,R7
401.1,58.5,672329237.0,90922111.0,R8
407.1,56.5,1793400784.0,191375548.0,R1+9
385.9,53.7,999160857.0,122030561.0,added
