Glomerulus,SynapseCount
PB(R1),0
PB(R2),1
PB(R3),1
PB(R4),0
PB(R5),1
PB(R6),2
PB(R7),1
PB(R8),1
PB(R9),1
PB(L1),0
PB(L2),0
PB(L3),0
PB(L4),0
PB(L5),0
PB(L6),1
PB(L7),0
PB(L8),2
PB(L9),2
