Glomerulus,SynapseCount
PB(R1),1
PB(R2),0
PB(R3),2
PB(R4),1
PB(R5),2
PB(R6),2
PB(R7),1
PB(R8),0
PB(R9),0
PB(L1),0
PB(L2),1
PB(L3),0
PB(L4),1
PB(L5),0
PB(L6),0
PB(L7),2
PB(L8),2
PB(L9),0
