Glomerulus,SynapseCount
PB(R1),1
PB(R2),0
PB(R3),3
PB(R4),0
PB(R5),1
PB(R6),0
PB(R7),3
PB(R8),0
PB(R9),0
PB(L1),0
PB(L2),0
PB(L3),2
PB(L4),0
PB(L5),0
PB(L6),1
PB(L7),0
PB(L8),1
PB(L9),0
