Glomerulus,SynapseCount
PB(L1),1055.0
PB(L2),14.0
PB(L3),8.0
PB(L4),6.0
PB(L5),4.0
PB(L6),12.0
PB(L7),5.0
PB(L8),7.0
PB(L9),566.0
PB(R1),41.0
PB(R2),2.0
PB(R3),33.0
PB(R4),22.0
PB(R5),6.0
PB(R6),13.0
PB(R7),8.0
PB(R8),1073.0
PB(R9),173.0
