glomerulus,mean_red,mean_green,total_red,total_green
glom_1,807.1877920839294,77.87703862660945,67706912.0,6532326.0
glom_2,879.7892787675027,80.42951913539694,136597843.0,12487648.0
glom_3,726.9556249958711,69.98598127754032,110038546.0,10593708.0
glom_4,721.5733054148811,73.69915270744059,148182294.0,15134858.0
glom_5,683.1544477028348,64.65184696924857,152353006.0,14418267.0
glom_6,531.3071105020973,52.515877907359425,88791513.0,8776401.0
glom_7,914.7816395914712,61.30122192671192,664866040.0,44553912.0
glom_8,504.238716466535,42.587334765247725,34979544.0,2954326.0
glom_9,537.6363352646648,46.11015373760126,39622185.0,3398180.0
glom_10,496.12646608873024,60.989634071286645,56428432.0,6936839.0
glom_11,569.4586247031103,53.43784006283178,120359636.0,11294515.0
glom_12,580.8568571632335,62.85927601003198,195472273.0,21153655.0
glom_13,625.1441634197428,73.0646719668476,111028104.0,12976578.0
glom_14,644.8651020996032,53.50379272820381,80592661.0,6686690.0
glom_15,1327.7718727822103,91.95404874298372,987841029.0,68412341.0
glom_16,886.7787513691128,66.36768417543692,111728802.0,8361930.0
glom_17,831.8056678351695,66.03645907855201,93015837.0,7384461.0
glom_18,897.8556405423304,93.13493490142423,123371650.0,12797392.0
