glomerulus,mean_red,mean_green,total_red,total_green
glom_1,369.2593475370496,93.02506728929532,22773701.0,5737228.0
glom_2,414.50331701839974,81.2323019870482,52421820.0,10273368.0
glom_3,331.1606576501039,89.69428748496227,18168136.0,4920808.0
glom_4,327.7028639089923,80.73629462408428,29613197.0,7295816.0
glom_5,300.1401803214426,71.04032405592578,11484864.0,2718358.0
glom_6,242.184943123061,51.46862461220269,11709642.0,2488508.0
glom_7,470.8915128629207,74.94250350052936,193036325.0,30721780.0
glom_8,208.0198389679096,34.316472144232776,8965031.0,1478937.0
glom_9,208.86567954938374,32.72440187384976,14980682.0,2347125.0
glom_10,216.95874020277557,46.50826202631768,15086226.0,3233952.0
glom_11,235.8781701099192,45.11779068997484,28497857.0,5450951.0
glom_12,245.9170765358245,48.80889740808223,46699161.0,9268712.0
glom_13,239.21404464444313,56.18024749837172,20200430.0,4744141.0
glom_14,288.3461554386982,62.80939367590024,20891544.0,4550729.0
glom_15,472.9862391117831,95.42348152467183,213345646.0,43041811.0
glom_16,342.17821148195253,75.99964036665058,39010027.0,8664339.0
glom_17,405.584553660983,91.34406791803984,56611492.0,12749805.0
glom_18,393.51687889640533,78.9770029181589,23733790.0,4763261.0
