glomerulus,mean_red,mean_green,total_red,total_green
glom_1,387.68454458151734,91.32242003398095,262404284.0,61811580.0
glom_2,254.43875775227096,65.29516546491456,91817279.0,23562544.0
glom_3,249.05118699788719,72.49937175388243,115755505.0,33696693.0
glom_4,247.97270159212982,73.4039151258495,201196619.0,59557441.0
glom_5,242.95526496614602,71.35725039663919,173959857.0,51092933.0
glom_6,210.9355777985637,55.88501518028335,67878858.0,17983742.0
glom_7,195.17956867604016,43.91313066015431,32608065.0,7336435.0
glom_8,184.2502904230108,31.39454159631976,11895383.0,2026863.0
glom_9,280.00856426733304,50.71522602525771,150593086.0,27275460.0
glom_10,152.76895580589255,15.439558058925476,4231089.0,427614.0
glom_11,146.51782966481568,20.635177627617583,6570006.0,925302.0
glom_12,149.1401661904833,32.175928557538406,39880677.0,8603972.0
glom_13,178.35306872870817,42.4264884010166,65965666.0,15691861.0
glom_14,212.5613287498349,49.77608668535286,115876533.0,27135135.0
glom_15,207.87080823092143,61.0987781762523,70077199.0,20597559.0
glom_16,234.6961100724742,46.80923602773216,70174841.0,13996102.0
glom_17,364.6941499132326,90.47225513757877,272992900.0,67723278.0
glom_18,243.8838997596979,51.566901687396026,46178197.0,9763935.0
