glomerulus,mean_red,mean_green,total_red,total_green
glom_1,774.4651385911520,138.9455679314020,111711800.0,23070239.0
glom_2,988.7053607386310,172.8661605238430,416637017.0,80411067.0
glom_3,641.0551452437840,114.1117616856570,146012139.0,30824201.0
glom_4,588.0100205482450,120.67145105583000,148900951.0,34304781.0
glom_5,524.7371152644530,115.26143101858000,138704529.0,33932595.0
glom_6,514.3674292682930,126.4377756097560,118744458.0,32344292.0
glom_7,652.8381881527040,118.22060902357000,162982287.0,32893445.0
glom_8,578.6784952558830,106.94618337771900,56167441.0,11642338.0
glom_9,519.9780685136070,55.03560523324490,53699033.0,6817136.0
glom_10,741.1987762393430,117.99377824277100,282763354.0,47886041.0
glom_11,480.75236352176900,64.0445069329972,45411068.0,7008748.0
glom_12,447.6911503352450,91.52410332013900,51865312.0,11985362.0
glom_13,434.96942817036900,101.28084696950700,76622933.0,19851110.0
glom_14,481.03845359363300,110.75349845075800,135144328.0,34564444.0
glom_15,570.2600501090590,112.55428328443800,204753947.0,45454046.0
glom_16,622.3826402351320,129.00203447772700,164453667.0,38606150.0
glom_17,677.8916831229480,107.43202919580600,136278073.0,25243913.0
glom_18,1033.0245167581700,160.75497015291300,392310014.0,66733892.0
