glomerulus,mean_red,mean_green,total_red,total_green
glom_1,687.8187566345133,70.23032722573498,29805938.0,3043361.0
glom_2,823.4350194320475,69.07930859681731,82843327.0,6949862.0
glom_3,1032.731187384659,94.02977669428026,529949107.0,48251662.0
glom_4,584.8963114717111,61.93198740106315,64808266.0,6862250.0
glom_5,515.4344583054072,55.13510474996217,71521170.0,7650492.0
glom_6,488.1282780090008,55.15989916421345,57702620.0,6520562.0
glom_7,507.1753964240438,51.80066919288134,73212290.0,7477582.0
glom_8,496.32494698493826,50.916883258115384,91279121.0,9364124.0
glom_9,538.9703042812438,59.19621146547706,80947950.0,8890679.0
glom_10,517.0251647751647,42.7034437034437,53028169.0,4379836.0
glom_11,774.5121043078805,72.11293925848615,406666100.0,37863692.0
glom_12,470.0927093211357,43.47736654208735,33709408.0,3117675.0
glom_13,530.1817744501868,43.30265316443206,42983427.0,3510676.0
glom_14,439.8997011150707,39.18435069165038,22960125.0,2045188.0
glom_15,494.86563646555237,43.34186455360783,38844973.0,3402163.0
glom_16,562.973420558799,47.18307964970809,108000821.0,9051602.0
glom_17,557.2687896187102,47.21427698823146,41054549.0,3478323.0
glom_18,608.5570231310761,70.27829366409655,36306512.0,4192803.0
