glomerulus,mean_red,mean_green,total_red,total_green
glom_1,722.4231155851315,89.42354433207352,200510703.0,24819773.0
glom_2,543.2622228054062,70.21603464112322,41402014.0,5351164.0
glom_3,511.6712631980664,69.49374761480728,80444956.0,10925807.0
glom_4,527.6837099747745,62.29823526032391,101037183.0,11928430.0
glom_5,490.95274181078616,65.348951404512,70487558.0,9382345.0
glom_6,493.481073261902,58.269313977751324,38549261.0,4551824.0
glom_7,477.2957211191927,44.714107856628004,21852030.0,2047146.0
glom_8,560.5199537850297,52.84118319755721,47543863.0,4482042.0
glom_9,685.0920400593643,71.33349028405773,296820922.0,30905734.0
glom_10,382.1139946335737,32.74857454301526,9114183.0,781119.0
glom_11,583.3221913476183,42.00345304670333,50172125.0,3612759.0
glom_12,455.94257691812567,61.755157376416065,56668191.0,7675425.0
glom_13,507.7818569318625,64.08473051443526,105547029.0,13320588.0
glom_14,495.2204373332287,70.0816149348611,100961581.0,14287679.0
glom_15,509.72703420790435,71.5077582198605,76739405.0,10765493.0
glom_16,437.5373965927549,54.39774487213387,23165855.0,2880143.0
glom_17,763.7527979283801,89.91240178428903,344489172.0,40554809.0
glom_18,449.20662972869695,55.957250668704624,9404590.0,1171521.0
