glomerulus,mean_red,mean_green,total_red,total_green
L3,128.30713,20.401557,208664859,33178889
L2,119.484986,19.864207,154102773,25619365
L1,97.095008,14.987217,100665483,15538342
L9,95.689903,22.3198,120096323,23466471
L8,244.708255,24.493158,613873783,68059125
L7,85.982069,17.833971,95379737,19783188
L6,87.822602,13.558714,84603465,13061719
L5,93.642687,14.336447,107275845,16423647
L4,106.009298,17.595527,135048107,22415417
